Title,Genre,Rating,Votes,Duration
106. My Spy: The Eternal City,Action,5.7, (11K),1h 52m
107. Sunray: Fallen Soldier,Action,4.3, (570),1h 55m
108. Joe Baby,Action,8.2, (24),1h 26m
109. Uprising,Action,6.6, (5.3K),2h 6m
110. Elyas,Action,6.1, (1.2K),1h 45m
111. Dark Match,Action,5.5, (803),1h 34m
112. The Thundermans Return,Action,5.0, (1.8K),1h 10m
113. Mafia Wars,Action,3.4, (209),1h 34m
114. Code 8: Part II,Action,5.7, (16K),1h 40m
115. The Fix,Action,4.6, (1.1K),1h 38m
116. Singham Again,Action,4.8, (75K),2h 24m
117. Rifle Club,Action,7.0, (3.9K),1h 53m
118. Simarik,Action,6.4, (2.2K),1h 51m
119. Hounds of War,Action,4.5, (1.7K),1h 35m
120. Sikandar Ka Muqaddar,Action,6.0, (24K),2h 22m
121. Drive Back,Action,4.7, (285),1h 34m
122. Rats!,Action,8.1, (72),1h 25m
123. Justice League: Crisis on Infinite Earths - Part One,Action,6.2, (8.3K),1h 33m
124. Prey,Action,3.7, (3.2K),1h 26m
125. Badland Hunters,Action,5.9, (12K),1h 47m
126. The Lost Tiger,Action,7.8, (31),1h 30m
127. The Courier,Action,6.0, (4.3K),1h 41m
128. The Roundup: Punishment,Action,6.6, (5K),1h 49m
129. Raayan,Action,6.5, (11K),2h 25m
130. Darkness of Man,Action,4.8, (3.1K),1h 49m
131. Cells at Work!,Action,6.8, (152),1h 49m
132. Officer Black Belt,Action,6.8, (7.9K),1h 48m
133. The Prosecutor,Action,6.8, (1.3K),1h 57m
134. Duchess,Action,4.6, (1.2K),1h 54m
135. Justice League: Crisis on Infinite Earths - Part Three,Action,6.1, (4.3K),1h 34m
136. The Price of Money: A Largo Winch Adventure,Action,5.0, (1K),1h 40m
137. The Wages of Fear,Action,4.6, (4K),1h 44m
138. Bougainvillea,Action,6.4, (2.9K),2h 18m
139. The Quiet Ones,Action,6.5, (500),1h 50m
140. Pani,Action,6.9, (2.7K),2h 23m
141. The Tiger's Apprentice,Action,5.8, (2.1K),1h 24m
142. Arena Wars,Action,5.0, (2K),1h 36m
143. Devara Part 1,Action,6.0, (20K),2h 56m
144. Karma,Action,8.1, (1.4K),2h 47m
145. City Hunter,Action,6.3, (5.5K),1h 42m
"146. I, the Executioner",Action,6.3, (1.5K),1h 58m
147. One Fast Move,Action,5.0, (2.2K),1h 48m
148. One More Shot,Action,5.4, (3.5K),1h 43m
149. Golden Kamuy,Action,6.3, (2.5K),2h 7m
150. Utopia,Action,3.7, (331),1h 31m
151. Cloud,Action,6.3, (880),2h 3m
152. Fight Another Day,Action,5.2, (309),1h 37m
153. Article 370,Action,7.8, (24K),2h 38m
154. Air Force One Down,Action,4.4, (2.8K),1h 24m
155. Lights Out,Action,4.9, (1.7K),1h 30m
156. Ultraman: Rising,Action,6.9, (6.2K),1h 57m
157. 200% Wolf,Action,5.9, (1.2K),1h 38m
158. Fighter,Action,6.2, (52K),2h 46m
159. Life After Fighting,Action,6.4, (1.9K),2h 6m
160. Continental Split,Action,3.5, (529),1h 28m
161. Die Hart 2: Die Harter,Action,4.3, (5.4K),1h 32m
162. The Family Star,Action,5.4, (5.3K),2h 39m
163. Zero,Action,6.1, (37),1h 28m
164. Angels Fallen: Warriors of Peace,Action,4.9, (5.8K),1h 43m
165. Latency,Action,4.2, (1.7K),1h 34m
166. Kill Em All 2,Action,4.1, (1.3K),1h 28m
167. Echo 8,Action,5.7, (146),1h 36m
168. Agent Recon,Action,2.4, (654),1h 25m
169. Dan Da Dan: First Encounter,Action,8.2, (2.5K),1h 23m
170. Murder Company,Action,3.6, (1.5K),1h 26m
171. Ferry 2,Action,5.6, (3.7K),1h 34m
172. Operation Blood Hunt,Action,3.4, (448),1h 33m
173. Freedom,Action,5.9, (1.3K),1h 50m
174. Get Fast,Action,3.6, (430),1h 28m
175. Hijack 1971,Action,6.8, (3.2K),1h 40m
176. Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,Action,8.2, (639),2h 54m
177. Anaconda,Action,4.9, (599),1h 24m
178. Alien: Rubicon,Action,2.4, (326),1h 26m
179. A Legend,Action,4.7, (850),2h 9m
180. Alangu,Action,8.3, (1.1K),2h 11m
181. Wynonna Earp: Vengeance,Action,5.5, (1.5K),1h 36m
182. Jigra,Action,6.1, (23K),2h 33m
183. Striking Rescue,Action,5.8, (305),1h 46m
184. Diabel,Action,5.1, (185),1h 48m
185. The Clean Up Crew,Action,4.1, (1.1K),1h 35m
186. The Hangman,Action,3.3, (981),1h 32m
187. Justice League: Crisis on Infinite Earths - Part Two,Action,5.5, (5.2K),1h 34m
188. Invasion,Action,4.8, (662),1h 31m
189. Savi,Action,6.2, (35K),2h 6m
190. Spiders on a Plane,Action,5.8, (356),1h 18m
191. Agni,Action,7.3, (15K),2h 2m
192. Revolver,Action,5.4, (813),1h 54m
193. Terminator: Skynet Rising,Action,6.8, (256),1h 28m
194. Hanu Man,Action,7.7, (29K),2h 38m
195. Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,Action,7.1, (8.2K),1h 44m
196. Sixty Minutes,Action,5.7, (5.1K),1h 28m
197. Escape,Action,6.4, (1.9K),1h 34m
198. Murder at Hollow Creek,Action,4.2, (77),N/A
199. The Last Kumite,Action,4.6, (2.3K),1h 45m
200. London Calling,Action,6.5, (8),1h 49m
201. Outlaw,Action,5.2, (893),1h 22m
202. The Greatest of All Time,Action,5.8, (22K),3h 3m
203. Overlord: The Sacred Kingdom,Action,7.0, (691),2h 15m
204. 72 Hours,Action,4.1, (279),1h 27m
205. Cassino in Ischia,Action,4.4, (227),1h 53m
206. Vettaiyan,Action,7.0, (39K),2h 43m
207. Baby Invasion,Action,5.4, (49),1h 20m
208. Heart of the Hunter,Action,4.7, (2.1K),1h 45m
209. Alienoid: The Return to the Future,Action,6.5, (2.5K),2h 2m
210. Handsome Guys,Action,6.5, (732),1h 41m
211. Snow White and the Seven Samurai,Action,3.2, (258),1h 28m
212. Operation Undead,Action,4.6, (343),1h 50m
213. Wanted Man,Action,4.8, (2.5K),1h 25m
214. Razakar: The Silent Genocide of Hyderabad,Action,7.4, (5.2K),2h 46m
"215. Love, Courage and the Battle of Bushy Run",Action,5.1, (167),1h 53m
216. Bagheera,Action,6.7, (7.2K),2h 38m
217. Kingdom 4: Return of the Great General,Action,7.1, (1.2K),2h 25m
218. The Lockdown,Action,4.3, (592),1h 57m
219. War of the Worlds: Extinction,Action,3.0, (169),1h 24m
220. Ryan's World the Movie: Titan Universe Adventure,Action,1.8, (625),1h 20m
221. Viduthalai Part 2,Action,8.0, (15K),2h 50m
222. GTMax,Action,5.0, (1.2K),1h 40m
223. Yodha,Action,5.7, (8.8K),2h 10m
224. The Last Front,Action,5.5, (595),1h 38m
225. Mura,Action,7.5, (6.2K),2h 9m
226. The Last Ronin,Action,4.9, (214),2h 1m
227. Vanvaas,Action,6.7, (988),2h 40m
228. Nice Girls,Action,4.2, (1.2K),1h 32m
229. The Ballad of Davy Crockett,Action,4.6, (242),1h 36m
230. 12 Gaun,Action,6.3, (841),2h 27m
231. Saripodhaa Sanivaaram,Action,7.0, (8.8K),2h 46m
232. Chandu Champion,Action,7.8, (34K),2h 22m
233. Don't Mess with Grandma,Action,6.1, (141),1h 21m
234. Everybody Loves Jenifa,Action,8.4, (76),2h 15m
235. Thangalaan,Action,6.6, (6.5K),2h 36m
236. Kanguva,Action,4.6, (14K),2h 32m
237. Je Jatt Vigarh Gya,Action,5.7, (810),2h 12m
238. Guntur Kaaram,Action,5.4, (24K),2h 39m
239. A.R.M,Action,7.1, (8.5K),2h 30m
240. Vedaa,Action,6.0, (4.2K),2h 25m
241. Devaki Nandana Vasudeva,Action,8.9, (2.7K),2h 8m
242. Rogue Elements: A Ryan Drake Story,Action,4.9, (910),44m
243. Memes & Nightmares,Action,5.8, (68),1h 21m
244. 12 to Midnight,Action,3.6, (268),1h 36m
245. Mission: Cross,Action,6.1, (2.5K),1h 45m
246. Roadkill,Action,3.6, (671),1h 30m
247. The Firefighters,Action,5.9, (133),1h 46m
248. Escape from the 21st Century,Action,6.5, (794),1h 38m
249. UI,Action,7.0, (5.6K),2h 15m
250. Bachhala Malli,Action,8.3, (3.9K),2h 20m
251. Lady Scorpions,Action,3.6, (359),1h 41m
252. How to Rob a Bank,Action,6.6, (4.1K),1h 28m
253. Shark Warning,Action,3.4, (243),1h 34m
